offer_id	created_date	last_updated_date	agreement_id	organization_id	offer_type	agreement_row_id	gsfa_customer_id	product_cluster	shipments	wps	uom	published_revenue	recommended_pid_name	recommended_revenue	pid_category	discount_selection	selected_pid_name	expected_revenue	percentage_initial_discount	absolute_initial_discount	authority_level	authority_name	avg_discount
CL_O_116056876271	17 Dec 2019 20:02:59.000000	17 Dec 2019 23:05:19.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_11270110853948	TDImport	23	5	Kg	272.094600000	TDI_53%	98057.280000000	Fixed/Flavoured	Higher Discount	TDI_60%	108.840600000	?	?	1	CL Sales Manager	59.9989860
CL_O_113558093826	27 Feb 2019 20:49:06.000000	7 Jun 2019 15:37:41.000000	CL_O_113558093826	DHL CL	Standard GPI Offer	1-6MRN4K9	CLCSINC26150679_2597	TDExport	4	5	Kg	57.206400000	TDE_38%	23046.480000000	Fixed/Flavoured	?	TDE_38%	35.467200000	?	?	?	?	38.0013430
CL_O_117010992621	30 Mar 2020 13:23:36.000000	2 Apr 2020 20:29:12.000000	CL_O_117010992621	DHL CL	Standard GPI Offer	1-7U8FMAT	CLS90507WL	TD3rd	20	20	Kg	1218.420000000	TD3_63%	376904.400000000	Fixed/Flavoured	Higher Discount	TD3_70%	365.520000000	?	?	3	CL Commercial Director	70.0004920
CL_O_114302699043	23 May 2019 18:39:24.000000	13 Jan 2020 17:46:01.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_0520019347574	TDExport	1	5	Kg	8.590200000	TDE_25%	4488.720000000	Fixed/Flavoured	?	TDE_25%	6.442800000	?	?	?	?	24.9982540
CL_O_115446833909	8 Oct 2019 20:12:36.000000	9 Oct 2019 18:18:16.000000	?	DHL CL	Standard GPI Offer	?	COMET_1-73GN8MR	TD3rd	15	15	Kg	567.405000000	TD3_55%	183084.300000000	Fixed/Flavoured	Higher Discount	TD3_70%	170.217000000	?	?	3	CL Commercial Director	70.0007930
CL_O_113679682357	12 Mar 2019 18:28:10.000000	12 Mar 2019 18:29:28.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_0306018835174	TDImport	1	8	Kg	21.723000000	TDI_FTB1801	10469.100000000	Fixed/Flavoured	Higher Discount	TDI_FTB1802	14.125200000	?	?	?	?	34.9758320
CL_O_116776113406	6 Mar 2020 16:34:11.000000	9 Mar 2020 19:47:27.000000	?	DHL CL	Standard GPI Offer	?	CLC10001719	TDExport	20	6.13	Kg	281.446800000	TDE_61%	90990.420000000	Fixed/Flavoured	Lower Discount	TDE_60%	112.579200000	?	?	3	CL Commercial Director	59.9998290
CL_O_116994542899	27 Mar 2020 16:40:59.000000	1 Apr 2020 13:45:08.000000	?	DHL CL	Standard GPI Offer	?	COMET_1-5TCVMBK	TDExport	1	1	Kg	6.196200000	TDE_20%	4144.440000000	Fixed/Flavoured	?	TDE_20%	4.957200000	?	?	?	?	19.9961270
CL_O_116994670913	27 Mar 2020 14:58:17.000000	30 Mar 2020 23:10:55.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_09040110155093	TDExport	5	22	Kg	121.131000000	TDE_55%	46003.800000000	Fixed/Flavoured	Lower Discount	TDE_50%	60.564000000	?	?	1	CL Sales Manager	50.0012380
CL_O_115730100459	11 Nov 2019 14:05:27.000000	11 Nov 2019 14:07:31.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_11070110700795	TDExport	1	2	Kg	5.299800000	TDE_FTB1801	2825.160000000	Fixed/Flavoured	?	TDE_FTB1801	3.816600000	?	?	?	?	27.9859620
CL_O_115607333862	28 Oct 2019 18:03:36.000000	28 Oct 2019 18:06:24.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_10150110499969	TDExport	6	2	Kg	30.852000000	TDE_33%	15004.440000000	Fixed/Flavoured	?	TDE_33%	20.671200000	?	?	?	?	32.9988330
CL_O_115443371658	8 Oct 2019 12:49:41.000000	11 Oct 2019 21:09:15.000000	?	DHL CL	Standard GPI Offer	?	COMET_1-1H0RFQ8	TDExport	2	20	Kg	60.524400000	TDE_38%	26850.360000000	Fixed/Flavoured	Lower Discount	TDE_35%	39.340800000	?	?	?	?	35.0000990
CL_O_114401342110	3 Jun 2019 17:39:26.000000	13 Jan 2020 09:50:55.000000	CL_O_114401342110	DHL CL	Standard GPI Offer	1-1BGZ45-1011	CLC10004838	TD3rd	5	20	Kg	267.822000000	TD3_46%	102373.500000000	Fixed/Flavoured	Higher Discount	TD3_65%	93.720000000	?	?	3	CL Commercial Director	65.0066090
CL_O_116327017088	21 Jan 2020 18:02:27.000000	19 Feb 2020 03:00:06.000000	?	DHL CL	Standard GPI Offer	?	COMET_1-7HZRWAN	TDExport	4	2	Kg	23.530800000	TDE_38%	11232.960000000	Fixed/Flavoured	Higher Discount	TDE_70%	7.059600000	?	?	3	CL Commercial Director	69.9984700
CL_O_114843948071	25 Jul 2019 21:38:13.000000	30 Jul 2019 15:33:51.000000	CL_O_114843948071	DHL CL	Standard GPI Offer	1-6U2XD1L	CLSISL_0612019515571	TDExport	3	2	Kg	23.012400000	TDE_31%	10978.080000000	Fixed/Flavoured	Higher Discount	TDE_35%	14.957400000	?	?	2	CL Pricing	35.0028680
CL_O_114558762556	24 Jun 2019 16:24:11.000000	13 Jan 2020 17:46:01.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_0613019526872	TDImport	2	0.5	Kg	13.142400000	TDI_31%	6204.480000000	Fixed/Flavoured	?	TDI_31%	9.068400000	?	?	?	?	30.9989040
CL_O_113611807922	5 Mar 2019 13:58:51.000000	19 Mar 2019 20:18:54.000000	CL_O_113611807922	DHL CL	Standard GPI Offer	1-6BMSRRP	CLSCSV_0226018782429	TDImport	1	5	Kg	9.006000000	TDI_18%	4848.660000000	Fixed/Flavoured	?	TDI_18%	7.384800000	?	?	?	?	18.0013320
CL_O_113337054925	23 Jan 2019 19:59:56.000000	25 Jan 2019 20:14:59.000000	CL_O_113337054925	DHL CL	Standard GPI Offer	1-64T23YN	CLSSME_0630017286756	TDImport	3	85	Kg	155.017800000	TDI_49%	53148.600000000	Fixed/Flavoured	Lower Discount	TDI_40%	93.011400000	?	?	?	?	39.9995360
CL_O_114537219193	20 Jun 2019 20:30:21.000000	24 Jun 2019 19:09:47.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_0426019185115	TDDom	15	1	Kg	8224.500000000	TDD_11%	7319.880000000	Fixed/Flavoured	Higher Discount	TDD_50%	4111.920000000	?	?	3	CL Commercial Director	50.0040120
CL_O_114503409370	17 Jun 2019 18:43:55.000000	18 Jun 2019 20:00:59.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_0605019461274	TDImport	15	10	Kg	330.462000000	TDI_55%	103906.500000000	Fixed/Flavoured	Higher Discount	TDI_60%	132.186000000	?	?	1	CL Sales Manager	59.9996370
CL_O_113336420845	23 Jan 2019 16:55:57.000000	19 Mar 2019 13:23:32.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_0122018583628	TDExport	1	1	Kg	6.067200000	TDE_FTB1801	2936.820000000	Fixed/Flavoured	?	TDE_FTB1801	4.368600000	?	?	?	?	27.9964400
CL_O_114545844014	21 Jun 2019 16:18:37.000000	10 Jan 2020 17:58:30.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_0408019061016	TDExport	1	5	Kg	9.824400000	TDE_25%	5113.320000000	Fixed/Flavoured	?	TDE_25%	7.320000000	?	?	?	?	25.4916330
CL_O_116585257933	18 Feb 2020 20:14:00.000000	27 Feb 2020 04:22:23.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_0604019454031	TDImport	2	150	Kg	363.309600000	TDI_60%	115089.000000000	Fixed/Flavoured	?	TDI_60%	145.323600000	?	?	1	CL Sales Manager	60.0000660
CL_O_113707942500	14 Mar 2019 19:21:50.000000	6 Oct 2019 11:06:15.000000	?	DHL CL	Standard GPI Offer	?	?	TDExport	1	1	Kg	6.517200000	TDE_14%	3730.860000000	Fixed/Flavoured	?	TDE_14%	5.604600000	?	?	?	?	14.0029460
CL_O_114470979993	12 Jun 2019 21:09:13.000000	19 Jun 2019 15:09:30.000000	CL_O_114470979993	DHL CL	Standard GPI Offer	1-6O7XR6N	COMET_1-6NB5MX1	TDImport	2	40	Kg	167.012400000	TDI_49%	59078.040000000	Fixed/Flavoured	Higher Discount	TDI_58%	70.144800000	?	?	1	CL Sales Manager	58.0002440
CL_O_114598761523	27 Jun 2019 14:28:52.000000	10 Jul 2019 15:44:03.000000	CL_O_114598761523	DHL CL	Standard GPI Offer	1-6RE49ZL	CLSCSV_0619019567153	TD3rd	1	20	Kg	40.658400000	TD3_29%	19581.180000000	Fixed/Flavoured	Higher Discount	TD3_50%	20.329200000	?	?	1	CL Sales Manager	50.0000000
CL_O_114928498472	5 Aug 2019 15:24:34.000000	5 Aug 2019 18:25:59.000000	?	DHL CL	Standard GPI Offer	?	CLS47325CS	TDImport	1	10	Kg	25.726200000	TDI_35%	11891.520000000	Fixed/Flavoured	Higher Discount	TDI_45%	14.149200000	?	?	1	CL Sales Manager	45.0008160
CL_O_113763903466	19 Mar 2019 19:52:25.000000	29 Mar 2019 19:39:15.000000	CL_O_113763903466	DHL CL	Standard GPI Offer	1-6DAI5JF	CLS58268IS	TDImport	1	300	Kg	613.804200000	TDI_61%	159719.280000000	Fixed/Flavoured	?	TDI_61%	239.383800000	?	?	1	CL Sales Manager	60.9999740
CL_O_114911000346	1 Aug 2019 20:08:22.000000	13 Sep 2019 22:17:14.000000	CL_O_114911000346	DHL CL	Standard GPI Offer	1-7011KWZ	CLSION_0221018743881	TDImport	7	2.21	Kg	70.031400000	TDI_40%	29411.880000000	Fixed/Flavoured	Higher Discount	TDI_50%	35.015400000	?	?	1	CL Sales Manager	50.0004280
CL_O_116720249270	2 Mar 2020 19:40:53.000000	2 Mar 2020 19:45:27.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_02260111462152	TDImport	2	10	Kg	19.944000000	TDI_38%	10092.840000000	Fixed/Flavoured	?	TDI_38%	12.364800000	?	?	?	?	38.0024070
CL_O_114064284284	24 Apr 2019 17:39:03.000000	24 Apr 2019 18:04:15.000000	?	DHL CL	Standard GPI Offer	?	CLC10004742	TDImport	5	74.9	Kg	589.833000000	TDI_60%	157648.620000000	Fixed/Flavoured	Higher Discount	TDI_68%	188.746800000	?	?	3	CL Commercial Director	67.9999590
CL_O_114242030578	16 May 2019 16:28:55.000000	13 Sep 2019 14:05:21.000000	CL_O_114242030578	DHL CL	Standard GPI Offer	1-6ZZ9YR5	CLS81457CS	TDImport	1	70	Kg	139.774200000	TDI_47%	51309.420000000	Fixed/Flavoured	?	TDI_55%	62.898600000	?	?	1	CL Sales Manager	54.9998500
CL_O_116776428147	6 Mar 2020 20:41:33.000000	12 Mar 2020 16:11:42.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_03040111510334	TD3rd	1	20	Kg	40.658400000	TD3_29%	23765.760000000	Fixed/Flavoured	?	TD3_30%	28.461000000	?	?	?	?	29.9997050
CL_O_116227588666	10 Jan 2020 12:40:43.000000	22 Jan 2020 16:16:52.000000	?	DHL CL	Standard GPI Offer	?	CLOC151058255618911	TDExport	4	3	Kg	30.924000000	TDE_39%	14465.520000000	Fixed/Flavoured	Higher Discount	TDE_Wine	6.000000000	?	?	2	CL Pricing	80.5975940
CL_O_115333880931	25 Sep 2019 15:54:52.000000	25 Sep 2019 17:47:17.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_09230110323826	TDExport	1	1	Kg	5.907000000	TDE_14%	3668.760000000	Fixed/Flavoured	Higher Discount	TDE_25%	4.430400000	?	?	?	?	24.9974610
CL_O_114673931598	4 Jul 2019 20:22:55.000000	4 Jul 2019 21:51:35.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_0701019659836	TDExport	3	13	Kg	44.341200000	TDE_35%	19612.440000000	Fixed/Flavoured	Lower Discount	TDE_32%	30.151800000	?	?	?	?	32.0004870
CL_O_116598964341	19 Feb 2020 20:58:41.000000	19 Feb 2020 21:01:01.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_02190111420134	TDImport	1	5	Kg	16.488000000	TDI_38%	8146.560000000	Fixed/Flavoured	Higher Discount	TDI_40%	9.892800000	?	?	?	?	40.0000000
CL_O_113431590355	11 Feb 2019 18:00:23.000000	13 Jan 2020 17:46:01.000000	?	DHL CL	Standard GPI Offer	?	CLCSINC26150679_202	TDImport	20	10	Kg	184.032000000	TDI_49%	61264.800000000	Fixed/Flavoured	Higher Discount	TDI_60%	73.608000000	?	?	1	CL Sales Manager	60.0026080
CL_O_114490009577	14 Jun 2019 15:17:11.000000	5 Jul 2019 16:35:40.000000	?	DHL CL	Standard GPI Offer	?	CLS37179CS	TDImport	3	50	Kg	174.780000000	TDI_FTB1805	60866.640000000	Fixed/Flavoured	?	TDI_FTB1805	87.420600000	?	?	2	CL Pricing	49.9824920
CL_O_114931104067	6 Aug 2019 02:33:47.000000	13 Jan 2020 09:50:55.000000	CL_O_114931104067	DHL CL	Standard GPI Offer	1-1BGZ45-1075	CLSCSV_0722019817704	TDImport	3	50	Kg	306.786600000	TDI_55%	98174.700000000	Fixed/Flavoured	Higher Discount	TDI_69%	95.103000000	?	?	3	CL Commercial Director	69.0002760
CL_O_116545601286	13 Feb 2020 19:08:15.000000	20 Feb 2020 18:46:35.000000	CL_O_116545601286	DHL CL	Standard GPI Offer	1-7MPYWB5	CLSCSV_02070111343244	TDImport	3	34	Kg	148.665600000	TDI_53%	55082.520000000	Fixed/Flavoured	Higher Discount	TDI_60%	59.466600000	?	?	1	CL Sales Manager	59.9997580
CL_O_114785202618	18 Jul 2019 16:15:29.000000	14 Aug 2019 21:44:38.000000	?	DHL CL	Standard GPI Offer	?	CLSION_0718019782723	TDImport	10	2	Kg	46.935600000	TDI_38%	19836.240000000	Fixed/Flavoured	Higher Discount	TDI_ECOM181	16.380000000	?	?	2	CL Pricing	65.1011170
CL_O_113543987630	26 Feb 2019 17:52:38.000000	26 Feb 2019 20:57:40.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_0220018738218	TDExport	5	1	Kg	18.252000000	TDE_27%	8649.600000000	Fixed/Flavoured	Higher Discount	TDE_ECOM181	7.560000000	?	?	2	CL Pricing	58.5798820
CL_O_114042781541	22 Apr 2019 14:40:17.000000	22 Apr 2019 15:00:17.000000	?	DHL CL	Standard GPI Offer	?	CLS48784CS	TDImport	1	10	Kg	25.726200000	TDI_35%	11074.500000000	Fixed/Flavoured	?	TDI_35%	16.722000000	?	?	?	?	35.0001170
CL_O_115435639287	7 Oct 2019 18:51:19.000000	7 Oct 2019 18:54:13.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_10070110425343	TDExport	2	5	Kg	19.648800000	TDE_29%	9982.560000000	Fixed/Flavoured	Lower Discount	TDE_20%	15.718800000	?	?	?	?	20.0012210
CL_O_113368004007	29 Jan 2019 19:47:52.000000	29 Jan 2019 19:49:02.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_0122018586344	TDImport	1	10	Kg	25.726200000	TDI_35%	11225.340000000	Fixed/Flavoured	?	TDI_35%	16.722000000	?	?	?	?	35.0001170
CL_O_113418938017	7 Feb 2019 21:29:52.000000	6 Oct 2019 11:06:15.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_0204018654534	TDImport	1	300	Kg	346.626000000	TDI_57%	97296.180000000	Fixed/Flavoured	Higher Discount	TDI_60%	138.650400000	?	?	1	CL Sales Manager	60.0000000
CL_O_115535282746	18 Oct 2019 15:59:42.000000	22 Oct 2019 18:45:48.000000	?	DHL CL	Standard GPI Offer	?	CLSION_08300110103396	TDImport	2	60	Kg	242.036400000	TDI_51%	85235.520000000	Fixed/Flavoured	?	TDI_51%	118.598400000	?	?	1	CL Sales Manager	50.9997670
CL_O_114053526744	23 Apr 2019 16:18:40.000000	23 Apr 2019 16:21:51.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_0704017330876	TDExport	1	0.5	Kg	3.625200000	TDE_FTB1801	1732.800000000	Fixed/Flavoured	Higher Discount	TDE_FTB1802	2.356200000	?	?	?	?	35.0049650
CL_O_113880712737	1 Apr 2019 14:26:52.000000	31 May 2019 21:40:28.000000	CL_O_113880712737	DHL CL	Standard GPI Offer	1-6LZJDFH	CLS42703CS	TDExport	1	1.4	Kg	5.075400000	TDE_14%	2972.940000000	Fixed/Flavoured	Higher Discount	TDE_32%	3.451200000	?	?	2	CL Pricing	32.0014190
CL_O_115075266221	26 Aug 2019 22:45:20.000000	30 Aug 2019 21:25:35.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_0525016948322	TDImport	1	70	Kg	139.774200000	TDI_47%	53071.080000000	Fixed/Flavoured	Lower Discount	CustomPID	49341.540000000	?	?	?	Pricing	-35200.8924390
CL_O_113972376400	11 Apr 2019 14:10:22.000000	4 Jul 2019 15:54:15.000000	CL_O_113972376400	DHL CL	Standard GPI Offer	1-6QO0ZH3	CLSCSV_0409019069653	TDExport	1	30	Kg	37.862400000	TDE_33%	16822.800000000	Fixed/Flavoured	?	TDE_33%	25.368000000	?	?	?	?	32.9994930
CL_O_116078860184	19 Dec 2019 16:19:27.000000	20 Dec 2019 15:13:29.000000	?	DHL CL	Standard GPI Offer	?	CLSION_12180111018015	TDExport	1	0.5	Kg	2.212200000	TDE_14%	1431.300000000	Fixed/Flavoured	?	TDE_10%	1.990800000	?	?	?	?	10.0081370
CL_O_115403238712	2 Oct 2019 13:09:39.000000	13 Jan 2020 17:46:01.000000	?	DHL CL	Standard GPI Offer	?	COMET_1-1H36M9F	TDExport	4	0.5	Kg	13.323600000	TDE_FTB1801	6960.840000000	Fixed/Flavoured	?	TDE_FTB1801	9.592200000	?	?	?	?	28.0059440
CL_O_113270870020	11 Jan 2019 13:44:58.000000	11 Jan 2019 13:47:10.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_0107018513366	TDImport	1	40	Kg	83.506200000	TDI_FTB1803	33984.540000000	Fixed/Flavoured	Higher Discount	TDI_FTB1804	45.949200000	?	?	?	?	44.9751040
CL_O_116274702705	15 Jan 2020 18:05:14.000000	15 Jan 2020 18:07:51.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_01020111089929	TDImport	1	30	Kg	67.932000000	TDI_FTB1803	31517.280000000	Fixed/Flavoured	?	TDI_FTB1803	40.810200000	?	?	?	?	39.9249250
CL_O_113665263313	11 Mar 2019 15:39:48.000000	9 Jul 2019 14:43:37.000000	CL_O_113665263313	DHL CL	Standard GPI Offer	1-6AFU7PX	COMET_1-3YOYQFF	TDImport	4	3	Kg	26.913600000	TDI_35%	11735.280000000	Fixed/Flavoured	Lower Discount	TDI_33%	18.031200000	?	?	?	?	33.0033890
CL_O_113636390672	7 Mar 2019 18:12:31.000000	13 Mar 2019 19:20:26.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_0107018512478	TDDom	300	0.5	Kg	133891.320000000	TDD_33%	89707.500000000	Fixed/Flavoured	Higher Discount	TDD_60%	53550.600000000	?	?	4	CL Country Manager	60.0044270
CL_O_113277509560	11 Jan 2019 19:51:06.000000	10 Feb 2020 06:56:57.000000	?	DHL CL	Standard GPI Offer	?	CLS88850CS	TDExport	4	4	Kg	49.454400000	TDE_FTB1802	21782.880000000	Fixed/Flavoured	Lower Discount	TDE_FTB1801	35.604000000	?	?	?	?	28.0064060
CL_O_113405431996	5 Feb 2019 15:19:53.000000	6 Feb 2019 17:12:51.000000	CL_O_113405431996	DHL CL	Standard GPI Offer	1-65T4N1X	COMET_1-65MVZWE	TDExport	2	10	Kg	31.924800000	TDE_33%	14018.760000000	Fixed/Flavoured	Higher Discount	TDE_40%	19.154400000	?	?	2	CL Pricing	40.0015040
CL_O_115970636784	6 Dec 2019 13:57:31.000000	29 Jan 2020 17:27:58.000000	CL_O_115970636784	DHL CL	Standard GPI Offer	1-7JBB4TP	CLSCSV_12050110919597	TDImport	1	15	Kg	20.118000000	TDI_33%	10739.400000000	Fixed/Flavoured	Higher Discount	TDI_35%	13.076400000	?	?	?	?	35.0014910
CL_O_116482261435	6 Feb 2020 14:26:52.000000	6 Feb 2020 14:28:49.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_02030111311582	TDImport	1	15	Kg	37.224000000	TDI_42%	16878.480000000	Fixed/Flavoured	?	TDI_43%	21.217800000	?	?	?	?	42.9996780
CL_O_116649461598	25 Feb 2020 14:15:08.000000	25 Feb 2020 18:45:50.000000	?	DHL CL	Standard GPI Offer	?	COMET_1-7MAEH9D	TD3rd	20	3	Kg	348.660000000	TD3_50%	140822.400000000	Fixed/Flavoured	Higher Discount	TD3_60%	139.464000000	?	?	1	CL Sales Manager	60.0000000
CL_O_114139503682	3 May 2019 20:14:17.000000	3 May 2019 20:18:57.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_0503019224001	TDImport	1	5	Kg	15.718200000	TDI_FTB1801	7732.740000000	Fixed/Flavoured	Higher Discount	TDI_FTB1802	10.219200000	?	?	?	?	34.9849220
CL_O_116109201437	24 Dec 2019 15:34:33.000000	27 Dec 2019 23:19:22.000000	CL_O_116109201437	DHL CL	Standard GPI Offer	1-7EPDEDF	CLC10000878	TDExport	1	1	Kg	4.235400000	TDE_14%	0.000000000	Fixed/Flavoured	Lower Discount	CustomPID	4.235400000	?	?	?	Pricing	0.0000000
CL_O_113747693128	18 Mar 2019 17:08:37.000000	18 Mar 2019 19:43:59.000000	?	DHL CL	Standard GPI Offer	?	CLC10004865	TDImport	6	20	Kg	177.505200000	TDI_49%	60599.520000000	Fixed/Flavoured	Lower Discount	TDI_30%	124.254000000	?	?	?	?	29.9997970
CL_O_114752263603	15 Jul 2019 18:46:27.000000	15 Jul 2019 18:52:55.000000	?	DHL CL	Standard GPI Offer	?	COMET_1-2N5HTJE	TDImport	3	57.23	Kg	220.025400000	TDI_49%	76684.260000000	Fixed/Flavoured	Higher Discount	TDI_60%	88.010400000	?	?	1	CL Sales Manager	59.9998910
CL_O_115826304679	21 Nov 2019 14:32:53.000000	9 Dec 2019 14:02:26.000000	CL_O_115826304679	DHL CL	Standard GPI Offer	1-7CCI97L	COMET_1-79LOWT5	TDImport	50	5	Kg	591.510000000	TDI_60%	185196.000000000	Fixed/Flavoured	Higher Discount	TDI_ECOM184	100.800000000	?	?	2	CL Pricing	82.9588680
CL_O_116599267276	19 Feb 2020 20:43:24.000000	6 Mar 2020 17:00:30.000000	CL_O_116599267276	DHL CL	Standard GPI Offer	1-7PG3SB1	CLSCSV_0328018991563	TDImport	1	15	Kg	21.106800000	TDI_FTB1801	12120.360000000	Fixed/Flavoured	Higher Discount	TDI_FTB1802	13.744200000	?	?	?	?	34.8825970
CL_O_115674943476	4 Nov 2019 20:34:24.000000	5 Nov 2019 16:42:59.000000	CL_O_115674943476	DHL CL	Standard GPI Offer	1-77E3ZY1	CLSION_10140110488831	TDImport	5	20	Kg	226.191000000	TDI_49%	84792.300000000	Fixed/Flavoured	?	TDI_49%	115.356000000	?	?	1	CL Sales Manager	49.0006230
CL_O_114490095709	14 Jun 2019 15:31:51.000000	4 Sep 2019 18:24:47.000000	CL_O_114490095709	DHL CL	Standard GPI Offer	1-6YPMW1B	CLS92812CS	TDExport	1	80	Kg	73.864200000	TDE_39%	31370.940000000	Fixed/Flavoured	Higher Discount	TDE_40%	44.318400000	?	?	?	?	40.0001620
CL_O_116224166491	9 Jan 2020 14:42:20.000000	13 Jan 2020 17:46:01.000000	?	DHL CL	Standard GPI Offer	?	COMET_1-3SIU2UO	TDImport	5	25	Kg	164.574000000	TDI_54%	58529.100000000	Fixed/Flavoured	Higher Discount	TDI_70%	49.371000000	?	?	3	CL Commercial Director	70.0007290
CL_O_114151697950	6 May 2019 20:10:50.000000	15 May 2019 21:08:51.000000	CL_O_114151697950	DHL CL	Standard GPI Offer	1-6JDCAY7	CLC10004742	TDImport	20	103.69	Kg	3796.873800000	TDI_77%	592679.160000000	Fixed/Flavoured	Lower Discount	TDI_75%	949.220400000	?	?	3	CL Commercial Director	74.9999490
CL_O_116254179661	13 Jan 2020 19:32:52.000000	13 Jan 2020 19:34:51.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_01090111135532	TDExport	1	10	Kg	23.462400000	TDE_38%	11208.900000000	Fixed/Flavoured	?	TDE_38%	14.546400000	?	?	?	?	38.0012270
CL_O_116198228258	7 Jan 2020 13:29:28.000000	24 Jan 2020 21:20:23.000000	CL_O_116198228258	DHL CL	Standard GPI Offer	1-7IIRBH3	CLSCSV_12060110930601	TDImport	4	25	Kg	131.659200000	TDI_52%	47934.240000000	Fixed/Flavoured	Higher Discount	TDI_60%	52.663200000	?	?	1	CL Sales Manager	60.0003650
CL_O_113692586150	13 Mar 2019 18:14:51.000000	13 Mar 2019 18:17:33.000000	?	DHL CL	Standard GPI Offer	?	CLC10003389	TDImport	33	95.91	Kg	3686.224200000	TDI_77%	565581.060000000	Fixed/Flavoured	?	TDI_77%	?	?	?	3	CL Commercial Director	?
CL_O_114419983604	5 Jun 2019 15:20:35.000000	5 Jun 2019 18:05:38.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_0530019425476	TDDom	10	1	Kg	5410.860000000	TDD_09%	4924.020000000	Fixed/Flavoured	Higher Discount	TDD_60%	2164.320000000	?	?	4	CL Country Manager	60.0004440
CL_O_113799473280	25 Mar 2019 12:54:15.000000	2 Apr 2019 21:48:07.000000	CL_O_113799473280	DHL CL	Standard GPI Offer	1-6DSSUT7	CLSCSV_0322018945210	TDImport	1	0.5	Kg	7.767000000	TDI_18%	4236.120000000	Fixed/Flavoured	?	TDI_20%	6.213600000	?	?	?	?	20.0000000
CL_O_115149253690	3 Sep 2019 18:45:03.000000	9 Sep 2019 17:15:41.000000	CL_O_115149253690	DHL CL	Standard GPI Offer	1-6ZATIX5	CLSCSV_0723019828779	TDImport	3	0.5	Kg	10.611000000	TDI_18%	6305.940000000	Fixed/Flavoured	?	TDI_20%	8.488800000	?	?	?	?	20.0000000
CL_O_113679798330	12 Mar 2019 18:43:17.000000	13 Jan 2020 09:50:55.000000	CL_O_113679798330	DHL CL	Standard GPI Offer	1-1BGZ45-912	CLSION_0830017820124	TDExport	3	30	Kg	133.000200000	TDE_FTB1804	48973.380000000	Fixed/Flavoured	?	TDE_FTB1804	73.163400000	?	?	?	?	44.9900080
CL_O_116533693873	12 Feb 2020 20:01:55.000000	13 Feb 2020 13:59:51.000000	?	DHL CL	Standard GPI Offer	?	CLSION_12080110933956	TDImport	3	1	Kg	22.145400000	TDI_38%	10881.000000000	Fixed/Flavoured	Higher Discount	TDI_42%	12.844800000	?	?	2	CL Pricing	41.9978870
CL_O_115606139181	28 Oct 2019 15:26:08.000000	5 Nov 2019 00:19:08.000000	?	DHL CL	Standard GPI Offer	?	COMET_1-6ZIEWOM	TDExport	20	5	Kg	194.354400000	TDE_50%	70538.040000000	Fixed/Flavoured	Higher Discount	TDE_55%	87.456000000	?	?	1	CL Sales Manager	55.0017910
CL_O_116892969325	18 Mar 2020 15:43:56.000000	23 Mar 2020 15:18:44.000000	?	DHL CL	Standard GPI Offer	?	COMET_1-424GFCD	TDImport	4	30	Kg	271.728000000	TDI_55%	103998.240000000	Fixed/Flavoured	?	TDI_55%	122.277600000	?	?	1	CL Sales Manager	55.0000000
CL_O_115794119202	18 Nov 2019 19:54:48.000000	18 Nov 2019 20:17:32.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_11140110751927	TDImport	3	30	Kg	124.068600000	TDI_45%	53418.060000000	Fixed/Flavoured	?	TDI_45%	68.238000000	?	?	1	CL Sales Manager	44.9997820
