opportunity_id	created_date	actual_close_date	opportunity_ocr	expected_close_date	gsfa_customer_id	pipeline_stage	pipeline_last_updated_date	opportunity_type	opportunity_tpr	reason_for_lead	reason_qualified_out	primary_competitor	organization_id	existing_committed_revenue	existing_potential_revenue	new_committed_revenue	new_potential_revenue	no_of_shpmnts_order_lns	secondary_competitor	committed_revenue	lead_source	lead_source_type
1-72Y1JRI	3 Oct 2019	?	15	3 Nov 2019	CLS37507CS	08 - Unable to Gain	16 Oct 2019	Acquisition	15	?	Credit Issues	Other	DHL CL	0.000000000	0.000000000	15.000000000	15.000000000	4.0000000	?	15.000000000	Sales	Manual
1-63GAXPZ	10 Jan 2019	?	23.64	10 Feb 2019	CLSCSV_0528016962700	08 - Unable to Gain	12 Feb 2019	Acquisition	23.64	?	No Contact Available	Other	DHL CL	0.000000000	0.000000000	23.640000000	23.640000000	2.0000000	?	23.640000000	Sales	Manual
1-6HUGOZX	3 May 2019	?	54	3 Jun 2019	COMET_1-31TE84I	08 - Unable to Gain	27 Jun 2019	Renegotiation	54	?	No Potential Business	?	DHL CL	0.000000000	0.000000000	54.000000000	54.000000000	5.0000000	?	54.000000000	Sales	Manual
1-6IKYTD2	9 May 2019	?	96	8 Jun 2019	CLSCSV_1129018799929	08 - Unable to Gain	30 Sep 2019	Acquisition	96	?	Duplicate Lead	NONE	DHL CL	0.000000000	0.000000000	96.000000000	96.000000000	4.0000000	?	96.000000000	Customer Service	CSV
1-7RES6UJ	18 Mar 2020	18 Mar 2020	3	17 Apr 2020	CLS11016CS	05 - Implemented	?	Acquisition	3	?	?	Other	DHL CL	0.000000000	0.000000000	3.000000000	3.000000000	1.0000000	?	3.000000000	Sales	Manual
1-78YWC03	15 Nov 2019	?	30	16 Mar 2020	CLSCSV_11140110750143	08 - Unable to Gain	16 Dec 2019	Acquisition	30	?	No Potential Business	FedEx	DHL CL	0.000000000	0.000000000	30.000000000	30.000000000	2.0000000	?	30.000000000	Customer Service	CSV
1-6MWG4X8	10 Jun 2019	?	0	3 Oct 2019	CLSION_0605019468510	08 - Unable to Gain	9 Dec 2019	Acquisition	30	?	No Contact Available	NONE	DHL CL	0.000000000	0.000000000	0.000000000	30.000000000	6.0000000	?	0.000000000	WEB - DHL.COM	Liveball
1-7KQT4G7	7 Feb 2020	11 Mar 2020	10.6056	29 May 2020	COMET_1-4H1CBMC	06 - First Consignment	7 Feb 2020	Acquisition	10.6056	?	?	?	DHL CL	0.000000000	0.000000000	10.605600000	10.605600000	1.0000000	?	10.605600000	MCH Dev Lead	Manual
1-7QMYH2F	13 Mar 2020	19 Mar 2020	16.2	13 Apr 2020	CLC10003608	06 - First Consignment	?	Upselling	16.2	?	?	OTHER	DHL CL	0.000000000	0.000000000	16.200000000	16.200000000	1.0000000	?	16.200000000	Sales	Manual
1-7GRO3F1	13 Jan 2020	?	0	12 Feb 2020	CLSCSV_01020111084179	08 - Unable to Gain	17 Jan 2020	Acquisition	0	?	Incorrectly Allocated	?	DHL CL	0.000000000	0.000000000	0.000000000	0.000000000	?	?	0.000000000	Customer Service	CSV
1-7DCR4WM	16 Dec 2019	23 Dec 2019	36	18 Jan 2020	CLS87406WL	07 - Shipped to Profile	30 Dec 2019	One-Off/Seasonal	36	?	?	Other	DHL CL	0.000000000	0.000000000	36.000000000	36.000000000	1.0000000	?	36.000000000	Sales	Manual
1-6W0PXJ1	16 Aug 2019	?	90	15 Sep 2019	CLSCSV_0812019969936	09 - Future Opportunity	29 Nov 2019	Acquisition	90	?	?	?	DHL CL	0.000000000	0.000000000	90.000000000	90.000000000	10.0000000	?	90.000000000	Customer Service	CSV
1-14COEH-1155	5 Feb 2019	?	?	?	CLS85330CS	08 - Unable to Gain	18 Apr 2019	Acquisition	4.8	Campaign	No Potential Business	?	DHL CL	?	?	?	?	?	?	?	AWOR	Other
1-7HGFFWJ	17 Jan 2020	17 Jan 2020	12	17 Jan 2020	COMET_1-4NXHEGP	06 - First Consignment	17 Jan 2020	Upselling	12	?	?	NONE	DHL CL	0.000000000	0.000000000	12.000000000	12.000000000	2.0000000	?	12.000000000	Sales	Manual
1-6P60URK	26 Jun 2019	29 Jul 2019	318	31 Aug 2019	COMET_1-55H1MCP	06 - First Consignment	19 Aug 2019	Cross Selling	619.2	?	?	?	DHL CL	0.000000000	0.000000000	318.000000000	619.200000000	17.0000000	?	318.000000000	Sales	Manual
1-6MXORV9	10 Jun 2019	29 Jul 2019	270	10 Jul 2019	CLC10011756	06 - First Consignment	29 Aug 2019	Upselling	270	?	?	Freight Forwarder	DHL CL	0.000000000	0.000000000	270.000000000	270.000000000	5.0000000	?	270.000000000	Sales	Manual
1-6LOZLNG	30 May 2019	?	0	29 Jun 2019	CLS59974CS	08 - Unable to Gain	30 May 2019	Acquisition	0	?	Satisfied with competitor	?	DHL CL	0.000000000	0.000000000	0.000000000	0.000000000	?	?	0.000000000	Sales	Manual
1-72CLRE7	30 Sep 2019	16 Dec 2019	39	16 Dec 2019	COMET_1-TC836I	06 - First Consignment	3 Dec 2019	Acquisition	39	?	?	Other	DHL CL	0.000000000	0.000000000	39.000000000	39.000000000	6.0000000	?	39.000000000	Sales	Manual
1-6QCEQCH	2 Jul 2019	?	168	1 Aug 2019	CLSION_0521019344764	09 - Future Opportunity	30 Oct 2019	Acquisition	168	?	?	Chile Express	DHL CL	0.000000000	0.000000000	168.000000000	168.000000000	102.0000000	?	168.000000000	E-commerce	Liveball
1-6O2ABLJ	18 Jun 2019	?	0	18 Jul 2019	CLS16235CS	08 - Unable to Gain	31 Jul 2019	One-Off/Seasonal	62.5968	?	Operational issues	?	DHL CL	0.000000000	0.000000000	0.000000000	62.596800000	1.0000000	?	0.000000000	Sales	Manual
1-76LI804	30 Oct 2019	?	150	29 Nov 2019	CLSCSV_0425019180799	09 - Future Opportunity	19 Jan 2020	Acquisition	240	?	?	Freight Forwarder	DHL CL	0.000000000	0.000000000	150.000000000	240.000000000	2.0000000	?	150.000000000	Sales	Manual
1-6KK0IOY	23 May 2019	?	36	23 Jun 2019	CLSCSV_0523019378491	08 - Unable to Gain	27 Jun 2019	Acquisition	36	?	No Potential Business	?	DHL CL	0.000000000	0.000000000	36.000000000	36.000000000	1.0000000	?	36.000000000	Customer Service	CSV
1-7AMDKIB	27 Nov 2019	?	0	27 Dec 2019	CLSCSV_0111018526203	08 - Unable to Gain	27 Nov 2019	Acquisition	0	?	Incorrectly Allocated	?	DHL CL	0.000000000	0.000000000	0.000000000	0.000000000	?	?	0.000000000	Customer Service	CSV
1-6J57LJG	14 May 2019	30 May 2019	180	13 Jun 2019	CLS31699CS	06 - First Consignment	9 Jul 2019	Acquisition	180	?	?	FedEx	DHL CL	0.000000000	0.000000000	180.000000000	180.000000000	10.0000000	?	180.000000000	Sales	Manual
1-6IKKBRJ	9 May 2019	31 Jul 2019	0.06	9 May 2019	COMET_1-5NQX7Z3	06 - First Consignment	31 Jul 2019	Renegotiation	0.06	?	?	OTHER	DHL CL	0.000000000	0.000000000	0.060000000	0.060000000	1.0000000	?	0.060000000	Sales	Manual
1-6XIBEB4	28 Aug 2019	?	0	27 Sep 2019	CLS67402CS	09 - Future Opportunity	30 Sep 2019	Acquisition	0	?	Product Offering	?	DHL CL	0.000000000	0.000000000	0.000000000	0.000000000	?	?	0.000000000	Sales	Manual
1-77SZK58	7 Nov 2019	?	7.2	6 Dec 2019	CLS44104IS	08 - Unable to Gain	10 Dec 2019	Acquisition	12	?	No Contact Available	Chile Express	DHL CL	0.000000000	0.000000000	7.200000000	12.000000000	3.0000000	?	7.200000000	MCH Dev Lead	Manual
1-16D788-2	6 May 2019	?	?	?	CLSCSV_0118018563954	08 - Unable to Gain	11 Dec 2019	Upselling	0	Cash Customer	No Potential Business	?	DHL CL	?	?	?	?	?	?	?	Customer Service	CSV
1-65EYEJD	31 Jan 2019	?	60	2 Mar 2019	COMET_1-59VSSL6	08 - Unable to Gain	28 Jun 2019	Acquisition	60	?	Duplicate Lead	FedEx	DHL CL	0.000000000	0.000000000	60.000000000	60.000000000	4.0000000	?	60.000000000	Sales	Manual
1-7M0T3WN	17 Feb 2020	18 Feb 2020	60	18 Mar 2020	COMET_1-3FOGT2F	07 - Shipped to Profile	18 Feb 2020	One-Off/Seasonal	86.4	?	?	?	DHL CL	0.000000000	0.000000000	60.000000000	86.400000000	1.0000000	?	60.000000000	Sales	Manual
1-6J76GYN	15 May 2019	17 May 2019	2.3562	14 Jun 2019	CLSCSV_0513019287956	06 - First Consignment	12 Jul 2019	Acquisition	3.6252	?	?	?	DHL CL	0.000000000	0.000000000	2.356200000	3.625200000	1.0000000	?	2.356200000	Customer Service	CSV
1-64B4P2P	21 Jan 2019	?	37.56	21 Feb 2019	CLSION_0222016027019	08 - Unable to Gain	19 Feb 2019	Acquisition	37.56	?	No Contact Available	Other	DHL CL	0.000000000	0.000000000	37.560000000	37.560000000	2.0000000	?	37.560000000	Sales	Manual
1-78KJ92N	13 Nov 2019	14 Nov 2019	21.6	16 Dec 2019	CLC10002291	06 - First Consignment	26 Nov 2019	Acquisition	21.6	?	?	Other	DHL CL	0.000000000	0.000000000	21.600000000	21.600000000	1.0000000	?	21.600000000	Sales	Manual
1-7DCE323	16 Dec 2019	?	18	16 Jan 2020	CLSION_12140110982293	08 - Unable to Gain	23 Jan 2020	Acquisition	18	?	No Potential Business	Other	DHL CL	0.000000000	0.000000000	18.000000000	18.000000000	4.0000000	?	18.000000000	FTB-2016	Liveball
1-7FE4XBO	3 Jan 2020	?	39	3 May 2020	CLSSME_0118015676430	08 - Unable to Gain	3 Feb 2020	Acquisition	39	Cash Customer	No Potential Business	?	DHL CL	0.000000000	0.000000000	39.000000000	39.000000000	2.0000000	?	39.000000000	Customer Service	CSV
1-7GZ1KZH	14 Jan 2020	?	48	14 Feb 2020	CLSCSV_12240111047242	08 - Unable to Gain	15 Jan 2020	Acquisition	62.94	?	No Potential Business	NONE	DHL CL	0.000000000	0.000000000	48.000000000	62.940000000	1.0000000	?	48.000000000	Customer Service	CSV
1-6SJ3P7W	18 Jul 2019	?	0	18 Aug 2019	CLS35784CS	08 - Unable to Gain	12 Aug 2019	Acquisition	29.499	Cash Customer	No Potential Business	Other	DHL CL	0.000000000	0.000000000	0.000000000	29.499000000	3.0000000	?	0.000000000	Customer Service	CSV
1-7U7Y7R7	2 Apr 2020	?	0	9 Apr 2020	CLS89001CS	08 - Unable to Gain	?	One-Off/Seasonal	0	?	Price	?	DHL CL	0.000000000	0.000000000	0.000000000	0.000000000	0.0000000	?	0.000000000	Sales	Manual
1-72SE16N	2 Oct 2019	?	0	1 Nov 2019	CLSION_09020110106028	01 - Potential Opportunity	31 Jan 2020	Acquisition	0	?	?	?	DHL CL	0.000000000	0.000000000	0.000000000	0.000000000	?	?	0.000000000	E-commerce	Liveball
1-7CZNGXZ	12 Dec 2019	?	72	11 Jan 2020	CLSCSV_12100110953882	09 - Future Opportunity	21 Feb 2020	Acquisition	72	?	?	?	DHL CL	0.000000000	0.000000000	72.000000000	72.000000000	52.0000000	?	72.000000000	Customer Service	CSV
1-6WWWO3H	22 Aug 2019	?	354	21 Sep 2019	COMET_1-1ICM96X	03 - Proposal	31 Jan 2020	Acquisition	354	?	?	FedEx	DHL CL	0.000000000	0.000000000	354.000000000	354.000000000	70.0000000	?	354.000000000	Sales	Manual
1-6WSG4CP	21 Aug 2019	?	120	21 Aug 2019	COMET_1-6WRJBLT	08 - Unable to Gain	30 Sep 2019	Acquisition	120	?	Duplicate Lead	FedEx	DHL CL	0.000000000	0.000000000	120.000000000	120.000000000	20.0000000	?	120.000000000	MCH Dev Lead	Manual
1-6NI5FXL	13 Jun 2019	?	27	13 Jul 2019	CLSION_0606019465847	08 - Unable to Gain	30 Oct 2019	Acquisition	27	?	Out of Business	Other	DHL CL	0.000000000	0.000000000	27.000000000	27.000000000	3.0000000	?	27.000000000	WEB - DHL.COM	Liveball
1-7NNSP0F	27 Feb 2020	?	43.5	27 Mar 2020	CLSCSV_0508019256073	08 - Unable to Gain	?	Upselling	43.5	?	Operational issues	Freight Forwarder	DHL CL	0.000000000	0.000000000	43.500000000	43.500000000	1.0000000	?	43.500000000	Sales	Manual
1-6KCALQL	22 May 2019	?	24	3 Jul 2019	CLSCSV_0514019299155	09 - Future Opportunity	26 Aug 2019	Acquisition	1.2	?	?	OTHER	DHL CL	0.000000000	0.000000000	24.000000000	1.200000000	1.0000000	?	24.000000000	Customer Service	CSV
1-6ZHYO6Q	10 Sep 2019	10 Sep 2019	48	10 Oct 2019	CLC10003396	06 - First Consignment	12 Sep 2019	Upselling	48	?	?	NONE	DHL CL	0.000000000	0.000000000	48.000000000	48.000000000	1.0000000	?	48.000000000	Sales	Manual
1-6W0ZU2F	16 Aug 2019	?	0	20 Sep 2019	CLSCSV_0813019978825	08 - Unable to Gain	25 Sep 2019	Acquisition	2.8356	?	No Potential Business	?	DHL CL	0.000000000	0.000000000	0.000000000	2.835600000	1.0000000	?	0.000000000	Customer Service	CSV
1-6J6R3LU	14 May 2019	?	22.8	31 Jul 2019	CLS47148CS	08 - Unable to Gain	18 Jul 2019	Renegotiation	22.8	?	Duplicate Lead	?	DHL CL	0.000000000	0.000000000	22.800000000	22.800000000	3.0000000	?	22.800000000	Sales	Manual
1-7AMF9AI	27 Nov 2019	?	60	27 Dec 2019	CLSCSV_09230110323826	09 - Future Opportunity	23 Jan 2020	Acquisition	60	?	?	FedEx	DHL CL	0.000000000	0.000000000	60.000000000	60.000000000	4.0000000	?	60.000000000	Sales	Manual
1-7QWN0BZ	16 Mar 2020	?	32.94	16 Apr 2020	CLS93141WL	03 - Proposal	?	One-Off/Seasonal	32.94	?	?	OTHER	DHL CL	0.000000000	0.000000000	32.940000000	32.940000000	1.0000000	?	32.940000000	Sales	Manual
1-6M6GXFL	3 Jun 2019	?	162	3 Jul 2019	COMET_1-2OTPEPR	08 - Unable to Gain	5 Jun 2019	Renegotiation	162	?	Duplicate Lead	FedEx	DHL CL	0.000000000	0.000000000	162.000000000	162.000000000	13.0000000	?	162.000000000	Sales	Manual
1-6RKO16Z	11 Jul 2019	?	0	9 Aug 2019	CLSSME_0304016129956	08 - Unable to Gain	5 Aug 2019	Acquisition	0	?	No Contact Available	?	DHL CL	0.000000000	0.000000000	0.000000000	0.000000000	0.0000000	?	0.000000000	Sales	Manual
1-6QHQW49	3 Jul 2019	?	0	2 Aug 2019	COMET_1-6BLF95Z	08 - Unable to Gain	26 Aug 2019	Acquisition	0	?	Incorrectly Allocated	?	DHL CL	0.000000000	0.000000000	0.000000000	0.000000000	?	?	0.000000000	?	?
1-7RFEJL4	18 Mar 2020	?	33	18 Apr 2020	CLSCSV_03170111624499	03 - Proposal	?	Acquisition	33	?	No Potential Business	FedEx	DHL CL	0.000000000	0.000000000	33.000000000	33.000000000	3.0000000	?	33.000000000	Customer Service	CSV
1-72H48BI	1 Oct 2019	?	0	30 Oct 2019	CLSION_0430016687962	08 - Unable to Gain	31 Dec 2019	Acquisition	54	?	No Contact Available	Freight Forwarder	DHL CL	0.000000000	0.000000000	0.000000000	54.000000000	1.0000000	?	0.000000000	Sales	Manual
1-71EI86P	24 Sep 2019	24 Sep 2019	36	24 Sep 2019	CLS84144CS	06 - First Consignment	24 Sep 2019	Upselling	36	?	?	Other	DHL CL	0.000000000	0.000000000	36.000000000	36.000000000	2.0000000	?	36.000000000	Sales	Manual
1-664KDEI	11 Feb 2019	?	174.12	30 Jun 2019	CLSCSV_0208018672981	08 - Unable to Gain	25 Oct 2019	Acquisition	174.12	?	No Potential Business	FedEx	DHL CL	0.000000000	0.000000000	174.120000000	174.120000000	3.0000000	?	174.120000000	Customer Service	CSV
1-14COEH-230	5 Feb 2019	?	?	13 Mar 2019	COMET_1-5S8JB6Z	08 - Unable to Gain	13 Mar 2019	Acquisition	120	Campaign	Price	?	DHL CL	?	?	?	?	?	?	?	AWOR	Other
1-6V92U4H	7 Aug 2019	?	15.6	7 Aug 2019	CLSCSV_0807019940195	08 - Unable to Gain	21 Aug 2019	Acquisition	15.6	?	No Potential Business	Other	DHL CL	0.000000000	0.000000000	15.600000000	15.600000000	1.0000000	?	15.600000000	Customer Service	CSV
1-14BNB9-393	4 Feb 2019	?	?	10 Jun 2019	CLS27402CS	08 - Unable to Gain	2 Oct 2019	Upselling	122.6352	Campaign	No Potential Business	?	DHL CL	?	?	?	?	?	?	?	Middle Weight	Campaign
1-6SPK0ZR	19 Jul 2019	?	9.18	19 Jul 2019	CLSCSV_0718019791456	08 - Unable to Gain	29 Jul 2019	Acquisition	9.18	?	No Potential Business	Other	DHL CL	0.000000000	0.000000000	9.180000000	9.180000000	1.0000000	?	9.180000000	Customer Service	CSV
1-670ZNLH	20 Feb 2019	?	12	22 Mar 2019	COMET_1-670ZNL9	08 - Unable to Gain	31 Aug 2019	Acquisition	12	?	Duplicate Lead	?	DHL CL	0.000000000	0.000000000	12.000000000	12.000000000	5.0000000	?	12.000000000	Sales	Manual
1-72H4892	1 Oct 2019	?	0	30 Oct 2019	COMET_1-3MWUT57	08 - Unable to Gain	31 Dec 2019	Acquisition	90	?	Duplicate Lead	FedEx	DHL CL	0.000000000	0.000000000	0.000000000	90.000000000	15.0000000	?	0.000000000	Sales	Manual
1-6H8PRB7	29 Apr 2019	29 Jul 2019	36	29 Aug 2019	CLSCSV_1003018300023	06 - First Consignment	29 Jul 2019	Cross Selling	36	?	?	?	DHL CL	0.000000000	0.000000000	36.000000000	36.000000000	3.0000000	?	36.000000000	Sales	Manual
1-700WDNB	16 Sep 2019	?	72	16 Oct 2019	CLSCSV_1207015283820	08 - Unable to Gain	23 Sep 2019	One-Off/Seasonal	72	?	Price	OTHER	DHL CL	0.000000000	0.000000000	72.000000000	72.000000000	1.0000000	?	72.000000000	Sales	Manual
1-6QOAO4R	4 Jul 2019	?	1.8678	31 Jan 2020	CLSCSV_0702019662335	09 - Future Opportunity	24 Oct 2019	Acquisition	2.556	?	No Contact Available	?	DHL CL	0.000000000	0.000000000	1.867800000	2.556000000	2.0000000	?	1.867800000	Customer Service	CSV
1-7SUEO2W	26 Mar 2020	?	60	26 Apr 2020	COMET_1-7STS10D	03 - Proposal	?	Acquisition	60	?	?	?	DHL CL	0.000000000	0.000000000	60.000000000	60.000000000	2.0000000	?	60.000000000	Sales	Manual
1-14BU5R-111	4 Feb 2019	?	?	?	COMET_1-5JV0BA1	09 - Future Opportunity	27 May 2019	Acquisition	47.466	Campaign	?	?	DHL CL	?	?	?	?	?	?	?	AWOR	Other
1-6O8SICM	19 Jun 2019	?	3	19 Jul 2019	CLSISL_0611019509248	08 - Unable to Gain	9 Jul 2019	Acquisition	3	?	No Potential Business	?	DHL CL	0.000000000	0.000000000	3.000000000	3.000000000	1.0000000	?	3.000000000	Operations	ISL
1-6SJTPY1	18 Jul 2019	?	120	17 Aug 2019	COMET_1-6SJTPXU	03 - Proposal	27 Aug 2019	Acquisition	120	?	?	FedEx	DHL CL	0.000000000	0.000000000	120.000000000	120.000000000	10.0000000	?	120.000000000	Sales	Manual
1-6A8R8OJ	12 Mar 2019	?	0	12 Mar 2019	CLSCSV_0301018805068	08 - Unable to Gain	21 Mar 2019	Acquisition	0	?	No Potential Business	?	DHL CL	0.000000000	0.000000000	0.000000000	0.000000000	?	?	0.000000000	Customer Service	CSV
1-6M62J6P	3 Jun 2019	?	36.3	3 Jul 2019	CLCSINC28279559_138	08 - Unable to Gain	5 Jul 2019	Acquisition	36.3	?	No Potential Business	UPS	DHL CL	0.000000000	0.000000000	36.300000000	36.300000000	2.0000000	?	36.300000000	FTB-2016	Liveball
1-16HIY5-2	10 May 2019	?	?	16 Jun 2019	CLS42209IS	08 - Unable to Gain	23 May 2019	Upselling	0	Cash Customer	Duplicate Lead	?	DHL CL	?	?	?	?	?	?	?	Customer Service	CSV
1-7GDCUH8	9 Jan 2020	13 Mar 2020	374.76	8 Feb 2020	CLSCSV_0601017002251	06 - First Consignment	18 Feb 2020	Renegotiation	374.76	?	?	FedEx	DHL CL	0.000000000	0.000000000	374.760000000	374.760000000	99.0000000	?	374.760000000	Sales	Manual
1-7771MRI	4 Nov 2019	12 Nov 2019	24	4 Dec 2019	CLSCSV_10300110632000	06 - First Consignment	20 Dec 2019	Acquisition	24	?	?	?	DHL CL	0.000000000	0.000000000	24.000000000	24.000000000	1.0000000	?	24.000000000	Customer Service	CSV
1-7HH0E60	17 Jan 2020	23 Jan 2020	18	17 Feb 2020	CLS74902CS	06 - First Consignment	23 Jan 2020	Upselling	18	?	?	?	DHL CL	0.000000000	0.000000000	18.000000000	18.000000000	1.0000000	?	18.000000000	Sales	Manual
1-77MLTOB	7 Nov 2019	?	54	7 Dec 2019	CLS6695CS	08 - Unable to Gain	26 Nov 2019	One-Off/Seasonal	54	?	No Potential Business	Freight Forwarder	DHL CL	0.000000000	0.000000000	54.000000000	54.000000000	1.0000000	?	54.000000000	Sales	Manual
1-14BNB9-781	4 Feb 2019	?	?	?	COMET_1-NJBCOV	08 - Unable to Gain	5 Apr 2019	Upselling	143.0058	Campaign	No Potential Business	?	DHL CL	?	?	?	?	?	?	?	Middle Weight	Campaign
1-7QNXK9D	13 Mar 2020	?	18.66	13 Apr 2020	CLSCSV_03100111565975	03 - Proposal	?	Acquisition	18.66	?	No Potential Business	?	DHL CL	0.000000000	0.000000000	18.660000000	18.660000000	1.0000000	?	18.660000000	Customer Service	CSV
1-7HZWHEH	21 Jan 2020	?	36	31 May 2020	CLSCSV_01170111209736	09 - Future Opportunity	14 Feb 2020	Acquisition	47.82	?	?	FedEx	DHL CL	0.000000000	0.000000000	36.000000000	47.820000000	1.0000000	?	36.000000000	Customer Service	CSV
1-6V92Q6H	7 Aug 2019	?	0	7 Sep 2019	CLSCSV_0730019879346	08 - Unable to Gain	9 Sep 2019	Acquisition	0	?	Price	?	DHL CL	0.000000000	0.000000000	0.000000000	0.000000000	?	?	0.000000000	Customer Service	CSV
1-143AOV-512	23 Jan 2019	?	?	?	CLS24803CS	08 - Unable to Gain	20 Feb 2019	Acquisition	0	Campaign	No Potential Business	?	DHL CL	?	?	?	?	?	?	?	?	?
1-6AP2R6F	14 Mar 2019	?	3.3402	27 Sep 2019	CLSION_0312018866876	09 - Future Opportunity	6 Jun 2019	Acquisition	4.6392	?	?	?	DHL CL	0.000000000	0.000000000	3.340200000	4.639200000	1.0000000	?	3.340200000	WEB - DHL.COM	Liveball
1-14COEH-1332	5 Feb 2019	?	?	5 Jul 2019	COMET_1-56C0BU2	08 - Unable to Gain	19 Jun 2019	Acquisition	0.06	Campaign	Satisfied with competitor	FedEx	DHL CL	?	0.000000000	?	0.060000000	1.0000000	?	?	AWOR	Other
1-7KYQ7KD	10 Feb 2020	?	0	10 Feb 2020	CLC10001113	08 - Unable to Gain	10 Feb 2020	Upselling	0	?	No Potential Business	?	DHL CL	0.000000000	0.000000000	0.000000000	0.000000000	?	?	0.000000000	Sales	Manual
1-74S24GP	17 Oct 2019	?	0	17 Nov 2019	COMET_1-5PFTZ25	08 - Unable to Gain	13 Nov 2019	Acquisition	0	?	No Contact Available	?	DHL CL	0.000000000	0.000000000	0.000000000	0.000000000	?	?	0.000000000	Sales	Manual
1-6CEOD3U	25 Mar 2019	?	18	25 Mar 2019	CLSCSV_0320018932770	08 - Unable to Gain	8 Apr 2019	Acquisition	18	?	Operational issues	OTHER	DHL CL	0.000000000	0.000000000	18.000000000	18.000000000	1.0000000	?	18.000000000	Customer Service	CSV
1-143AOV-61	23 Jan 2019	30 Jan 2019	18.54	28 Feb 2019	CLS96495WL	07 - Shipped to Profile	31 Jan 2019	Acquisition	18.54	Campaign	?	?	DHL CL	0.000000000	0.000000000	18.540000000	18.540000000	3.0000000	?	18.540000000	?	?
1-76M2N7C	30 Oct 2019	?	120	29 Nov 2019	COMET_1-76M2N75	09 - Future Opportunity	14 Jan 2020	Acquisition	120	?	?	?	DHL CL	0.000000000	0.000000000	120.000000000	120.000000000	1.0000000	?	120.000000000	Sales	Manual
1-7EX0L2Z	30 Dec 2019	?	0	30 Jan 2020	CLS45703CS	01 - Potential Opportunity	30 Dec 2019	One-Off/Seasonal	0	?	?	?	DHL CL	0.000000000	0.000000000	0.000000000	0.000000000	?	?	0.000000000	Sales	Manual
1-6C6UQ91	22 Mar 2019	?	0	22 Apr 2019	CLSCSV_0321018945430	08 - Unable to Gain	2 May 2019	Acquisition	0	?	Duplicate Lead	?	DHL CL	0.000000000	0.000000000	0.000000000	0.000000000	?	?	0.000000000	Customer Service	CSV
1-6XIFNKI	27 Aug 2019	?	0	27 Aug 2019	CLS80704CS	08 - Unable to Gain	3 Sep 2019	Acquisition	0	?	Incorrectly Allocated	?	DHL CL	0.000000000	0.000000000	0.000000000	0.000000000	0.0000000	?	0.000000000	?	?
1-7U7TBSJ	2 Apr 2020	?	0	2 May 2020	CLSCSV_0730019874323	02 - First Contact	?	Renegotiation	192	?	?	?	DHL CL	0.000000000	0.000000000	0.000000000	192.000000000	4.0000000	?	0.000000000	Sales	Manual
1-7LE2QXN	12 Feb 2020	?	30	12 Mar 2020	COMET_1-7L9X1PF	08 - Unable to Gain	12 Feb 2020	Acquisition	30	?	Credit Issues	?	DHL CL	0.000000000	0.000000000	30.000000000	30.000000000	3.0000000	?	30.000000000	?	?
1-6RQ90JD	12 Jul 2019	?	3	12 Aug 2019	CLS81185CS	08 - Unable to Gain	23 Jul 2019	Acquisition	3	Cash Customer	No Potential Business	?	DHL CL	0.000000000	0.000000000	3.000000000	3.000000000	1.0000000	?	3.000000000	Customer Service	CSV
1-65OPCKL	5 Feb 2019	?	0	7 Mar 2019	CLSCSV_0130018629034	08 - Unable to Gain	21 Jan 2020	Acquisition	0	?	No Potential Business	?	DHL CL	0.000000000	0.000000000	0.000000000	0.000000000	?	?	0.000000000	Customer Service	CSV
1-72NA8GP	1 Oct 2019	?	120	1 Nov 2019	COMET_1-8AI7QU	08 - Unable to Gain	17 Oct 2019	Upselling	120	?	Price	?	DHL CL	0.000000000	0.000000000	120.000000000	120.000000000	19.0000000	?	120.000000000	Sales	Manual
1-69ON6CA	8 Mar 2019	8 Mar 2019	21.6	7 Apr 2019	COMET_1-69ON6C1	07 - Shipped to Profile	31 Jul 2019	Acquisition	21.6	?	?	Other	DHL CL	0.000000000	0.000000000	21.600000000	21.600000000	4.0000000	?	21.600000000	Sales	Manual
1-14COEH-1367	5 Feb 2019	?	?	?	CLS85158CS	08 - Unable to Gain	22 Feb 2019	Acquisition	90	Campaign	No Potential Business	?	DHL CL	?	?	?	?	?	?	?	AWOR	Other
1-6QU5M8A	5 Jul 2019	?	12	5 Aug 2019	CLSION_0504019232463	08 - Unable to Gain	5 Aug 2019	Acquisition	12	?	No Contact Available	?	DHL CL	0.000000000	0.000000000	12.000000000	12.000000000	7.0000000	?	12.000000000	Sales	Manual
1-79YF6H0	22 Nov 2019	?	36	22 Dec 2019	CLSCSV_11070110696305	08 - Unable to Gain	18 Dec 2019	Acquisition	36	?	Credit Issues	?	DHL CL	0.000000000	0.000000000	36.000000000	36.000000000	2.0000000	?	36.000000000	Customer Service	CSV
1-7PW7FFN	10 Mar 2020	?	12	30 Jun 2020	CLSCSV_03090111550943	09 - Future Opportunity	?	Acquisition	12	?	?	?	DHL CL	0.000000000	0.000000000	12.000000000	12.000000000	1.0000000	?	12.000000000	Customer Service	CSV
1-64T1O8J	25 Jan 2019	?	75.72	31 Mar 2019	CLCSINC26150679_2379	09 - Future Opportunity	7 Jun 2019	Acquisition	75.72	?	?	Freight Forwarder	DHL CL	0.000000000	0.000000000	75.720000000	75.720000000	2.0000000	?	75.720000000	Rellamado	External Database
