CUSTOMER_ID	opportunity_id	offer_id	creation_date	updated_date	organization_id	offer_row_id	offer_status	offer_sub_status	offer_expiry_date	reason_for_offering	gsfa_customer_id	aag_id	cpa_id	sales_channel	composite_id	total_shipments	bpm_integration_id	effective_start_date	agreement_renewal_date	agreement_id	agreement_status	rejection_reason	SALES_REP_POSTN_ID
1-134CZB-1	1-61QHZJF	CL_O_113418660145	7 Feb 2019 19:55:59.000000	13 Jan 2020 09:50:55.000000	DHL CL	1-65X4GFL	Agreement Created	Standard Approvals Received	30 Apr 2019 00:00:00.000000	Offering to New Customer	CLSION_1204018837757	1-61QHZQB	100418911	Telesales Executives	CLCZ00005	3	1-2NNAT9	18 Mar 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	CL_O_113418660145	Active	?	1-9GUDKD
1-K2XNG-12	1-62OX6GA	CL_O_113253144929	8 Jan 2019 12:54:26.000000	21 Jan 2019 12:18:49.000000	DHL CL	1-636KW2P	Agreement Created	Standard Approvals Received	7 Feb 2019 00:00:00.000000	Offering to New Customer	CLS46086CS	1-62ULS7N	100428279	Telesales Executives	CLC008FZ7	1	?	17 Jan 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	CL_O_113253144929	Active	?	1-2SG2S1
1-6LBM-621	1-6R8SEWL	CL_O_114708043434	9 Jul 2019 21:32:02.000000	10 Jul 2019 19:23:18.000000	DHL CL	1-6R8SEY2	Agreement Created	Custom Approvals Received	8 Aug 2019 00:00:00.000000	Global Customer Implementation	CLC10000039	1-ZU90M-4305	6321	Multi-channel	CLD00C8EV	2	1-38RSRM	9 Jul 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	CL_O_114708043434	Active	?	1-5OUMBEZ
1-4ZVJPR	1-79L6IMO	CL_O_115817248065	20 Nov 2019 20:01:23.000000	28 Nov 2019 15:38:02.000000	DHL CL	1-79L6IPT	Agreement Created	Standard Approvals Received	20 Dec 2019 00:00:00.000000	Renegotiation Offer	COMET_1-4ZVJPR	1-ZU90M-3772	5622	Telesales Executives	CLC008GTE	3	1-3REP9I	27 Nov 2019 00:00:00.000000	31 Dec 2020 00:00:00.000000	CL_O_115817248065	Active	?	1-4HWIHVN
1-6MWG51J	1-6YW6R54	CL_O_115170606876	5 Sep 2019 15:51:43.000000	5 Sep 2019 20:45:17.000000	DHL CL	1-6YW6R6K	Offer Rejected	Custom Approvals Rejected	5 Oct 2019 00:00:00.000000	Organic Growth	COMET_1-6MWG51J	1-6YW6R7E	100672945	Retailers	CLC009TJA	20	1-3GTKHP	?	31 Dec 2019 00:00:00.000000	?	?	?	1-5UODWZR
1-6LOCTWH	1-6LOCTWO	CL_O_114371701063	30 May 2019 15:31:00.000000	31 May 2019 03:06:18.000000	DHL CL	1-6LOJFIF	Offer with Customer	Standard Approvals Received	29 Jun 2019 00:00:00.000000	Offering to New Customer	COMET_1-6LOCTWH	1-6LOJFK6	100574860	Field Sales Executives	CLC008GVB	2	?	30 May 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	?	?	?	1-2SG2PJ
1-17Y5ZC-2	1-6TNYEZ9	CL_O_114868515402	29 Jul 2019 20:29:29.000000	20 Aug 2019 19:23:09.000000	DHL CL	1-6TWBVWQ	Agreement Created	Standard Approvals Received	28 Aug 2019 00:00:00.000000	Offering to New Customer	CLSCSV_0712019747875	1-6TWBVYH	100635171	Telesales Executives	CLC00CP51	2	?	20 Aug 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	CL_O_114868515402	Active	?	1-5QLFVKD
1-11UEHG-2	1-74DK4QK	CL_O_115502145757	15 Oct 2019 14:47:34.000000	15 Oct 2019 14:58:45.000000	DHL CL	1-74DKS7X	Invalidated	?	14 Nov 2019 00:00:00.000000	Renegotiation Offer	CLSCSV_1003018294882	1-61J11LL	100416613	Telesales Executives	?	2	?	15 Oct 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	?	?	Redo Offer	1-9GUDKD
1-62USYZB	1-62UWO3U	CL_O_113410451351	6 Feb 2019 13:23:02.000000	8 Feb 2019 19:45:10.000000	DHL CL	1-65S8IHJ	Invalidated	Standard Approvals Received	8 Mar 2019 00:00:00.000000	Offering to New Customer	COMET_1-62USYZB	1-62V0CK6	100428943	Telesales Executives	CLCZ00607	500	1-2NHAFW	6 Feb 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	?	?	Redo Offer	1-5Y9LIHR
1-15GL01-1	1-6DSEEP6	CL_O_113894553995	2 Apr 2019 20:19:54.000000	13 Jan 2020 17:46:01.000000	DHL CL	1-6DSGIH7	Offer with Customer	Standard Approvals Received	2 May 2019 00:00:00.000000	Offering to New Customer	CLSCSV_0326018972326	1-6DSGIIG	100516482	Telesales Executives	CLC008GDC	1	1-2VOXIK	2 Apr 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	?	?	?	1-2SG2R7
1-6GRC4IH	1-6GRVT2F	CL_O_114075105417	25 Apr 2019 18:47:20.000000	25 Apr 2019 18:50:19.000000	DHL CL	1-6GRYCUH	Offer with Customer	Standard Approvals Received	25 May 2019 00:00:00.000000	Offering to New Customer	COMET_1-6GRC4IH	1-6GRYCW8	100540320	Telesales Executives	CLC00D1NF	5	?	25 Apr 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	?	?	?	1-4HWIHV5
1-18U1FI-5	1-71MCBTY	CL_O_115436237400	7 Oct 2019 20:57:57.000000	9 Oct 2019 22:37:45.000000	DHL CL	1-73AC508	Offer with Customer	Standard Approvals Received	6 Nov 2019 00:00:00.000000	Offering to New Customer	CLSCSV_08200110019460	1-73AC520	100707887	Telesales Executives	CLC008UT2	33	1-3L49CV	7 Oct 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	?	?	?	1-4HWIHVN
1-643VID4	1-6LYU1WJ	CL_O_114481637758	13 Jun 2019 20:39:22.000000	10 Jan 2020 17:58:30.000000	DHL CL	1-6NHZR7I	Invalidated	?	13 Jul 2019 00:00:00.000000	Offering to New Customer	COMET_1-643VID4	1-6NHZR9A	100588101	Field Sales Executives	?	29	?	?	31 Dec 2019 00:00:00.000000	?	?	Expired Offer	1-4HWIHV5
1-KREEQ-5	1-6MGWEFQ	CL_O_114419335942	5 Jun 2019 14:28:34.000000	6 Jun 2019 21:37:50.000000	DHL CL	1-6MGWETI	Invalidated	Standard Approvals Rejected	5 Jul 2019 00:00:00.000000	Renegotiation Offer	CLS49939WL	1-ZU90M-4901	7249	Telesales Executives	CLC00DIFD	3	1-3461FM	5 Jun 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	?	?	Redo Offer	1-9GUDKD
1-1A27UG-3	1-7RMHRGF	CL_O_116907843593	19 Mar 2020 18:51:23.000000	25 Mar 2020 21:18:16.000000	DHL CL	1-7RMHRM1	Offer with Customer	Standard Approvals Received	18 Apr 2020 00:00:00.000000	Renegotiation Offer	CLSCSV_10070110431862	1-7488W5U	100716679	Telesales Executives	CLC008GTE	5	1-47TQL3	20 Mar 2020 00:00:00.000000	31 Dec 2020 00:00:00.000000	?	?	?	?
1-18YKIG-1	1-73ZK27Z	CL_O_115478597553	11 Oct 2019 17:18:15.000000	18 Oct 2019 18:30:28.000000	DHL CL	1-73ZK2B5	Agreement Created	Standard Approvals Received	10 Nov 2019 00:00:00.000000	Renegotiation Offer	CLSCSV_08230110046317	1-6YJSJPU	100669807	Telesales Executives	CLC008V05	11	1-3LQUZP	18 Oct 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	CL_O_115478597553	Active	?	1-2SG2QI
1-1BD8BD-1	1-7CJSJ0L	CL_O_115998650598	10 Dec 2019 19:30:30.000000	12 Dec 2019 18:13:06.000000	DHL CL	1-7CL6LT2	Offer with Customer	Standard Approvals Received	9 Jan 2020 00:00:00.000000	Offering to New Customer	CLSCSV_12020110879088	1-7CL6LV9	100783248	Telesales Executives	CLCZ00065	13	1-3UIMB8	10 Dec 2019 00:00:00.000000	31 Dec 2020 00:00:00.000000	?	?	?	1-2SG2R7
1-163D8V-1	1-6QHL3OX	CL_O_114663542109	3 Jul 2019 15:59:46.000000	10 Jul 2019 22:14:43.000000	DHL CL	1-6QIALI5	Agreement Created	Standard Approvals Received	2 Aug 2019 00:00:00.000000	Organic Growth	CLSION_0424019159153	1-6GSKM4I	100541087	Telesales Executives	CLC00DRY7	8	1-37VQF8	10 Jul 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	CL_O_114663542109	Active	?	1-2SG2RC
1-6WRPWHP	1-6WRSGBM	CL_O_115042288894	21 Aug 2019 17:49:16.000000	23 Aug 2019 23:39:56.000000	DHL CL	1-6WRSGE6	Agreement Created	Standard Approvals Received	20 Sep 2019 00:00:00.000000	Offering to New Customer	COMET_1-6WRPWHP	1-6WRSGFF	100656849	Field Sales Executives	CLC008FZ7	4	?	23 Aug 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	CL_O_115042288894	Inactive	?	1-2SG2T5
1-19R2RR-5	1-71K9FZ9	CL_O_115331975844	25 Sep 2019 15:04:45.000000	1 Oct 2019 12:30:39.000000	DHL CL	1-71K9G9W	Offer with Customer	Standard Approvals Received	25 Oct 2019 00:00:00.000000	Offering to New Customer	CLSCSV_09240110336461	1-71K9GB6	100695407	Field Sales Executives	CLCZ00584	150	1-3J5C8P	25 Sep 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	?	?	?	1-2SG2O0
1-6LBM-2472	1-795SCPZ	CL_O_115791392908	18 Nov 2019 15:08:44.000000	18 Nov 2019 15:21:21.000000	DHL CL	1-795SCR0	Invalidated	?	18 Dec 2019 00:00:00.000000	Global Customer Implementation	CLC10000435	1-ZU90M-2596	3720	Multi-channel	?	3	?	?	31 Dec 2019 00:00:00.000000	?	?	Redo Offer	1-5OUMBEZ
1-16VZG6-1	1-6LZLKP6	CL_O_114402175823	3 Jun 2019 21:04:07.000000	13 Jan 2020 17:46:01.000000	DHL CL	1-6M6OLZJ	Offer with Customer	Standard Approvals Received	3 Jul 2019 00:00:00.000000	Offering to New Customer	CLSION_0528019400635	1-6M6OM0V	100577493	Telesales Executives	CLC00DHIR	1	1-33ZWF2	3 Jun 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	?	?	?	1-2SG2QI
1-14L47C-1	1-67PW8YD	CL_O_113527452370	25 Feb 2019 14:00:25.000000	28 May 2019 15:51:16.000000	DHL CL	1-67PW91U	Invalidated	Standard Approvals Received	27 Mar 2019 00:00:00.000000	Offering to New Customer	CLSION_0215018715897	1-67QBN3Y	100476837	Telesales Executives	CLC00CETP	3	?	25 Feb 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	?	?	Redo Offer	1-2SG2S1
1-1873U2-2	1-6UDFZ05	CL_O_114897598391	31 Jul 2019 20:01:22.000000	31 Jul 2019 20:07:00.000000	DHL CL	1-6UDN8HJ	Offer with Customer	Standard Approvals Received	30 Aug 2019 00:00:00.000000	Offering to New Customer	CLSCSV_0723019827744	1-6UDN8JP	100637803	Telesales Executives	CLCZ00276	3	?	?	31 Dec 2019 00:00:00.000000	?	?	?	1-2SG2RC
1-1BF3DF-3	1-7CRITIQ	CL_O_116011256906	11 Dec 2019 18:23:07.000000	11 Dec 2019 18:24:48.000000	DHL CL	1-7CSOSWA	Offer with Customer	Standard Approvals Received	10 Jan 2020 00:00:00.000000	Offering to New Customer	CLSCSV_12030110899469	1-7CSOSXJ	100784937	Telesales Executives	CLC00A69Y	1	?	?	31 Dec 2020 00:00:00.000000	?	?	?	1-5QLFVKD
1-1839HE-2	1-6SJETMR	CL_O_114794724136	19 Jul 2019 15:58:39.000000	24 Jul 2019 15:32:47.000000	DHL CL	1-6SOEA7C	Agreement Created	Standard Approvals Received	18 Aug 2019 00:00:00.000000	Offering to New Customer	CLSCSV_0718019789038	1-6SOEA8L	100626252	Telesales Executives	CLC008FZQ	1	?	23 Jul 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	CL_O_114794724136	Active	?	1-2SG2RW
1-18WDI5-1	1-6XWYJZ2	CL_O_115111438037	29 Aug 2019 19:30:40.000000	30 Aug 2019 18:36:10.000000	DHL CL	1-6XWYK7P	Offer with Customer	Standard Approvals Received	28 Sep 2019 00:00:00.000000	Offering to New Customer	CLSCSV_08220110031158	1-6XWYK8Y	100665425	Telesales Executives	CLC008K8E	1	1-3FIPMU	?	31 Dec 2019 00:00:00.000000	?	?	?	1-2SG2RC
1-19W8GC-1	1-7GD4TNL	CL_O_116226995456	9 Jan 2020 20:41:34.000000	14 Jan 2020 21:13:00.000000	DHL CL	1-7GD4TTS	Offer with Customer	Standard Approvals Received	8 Feb 2020 00:00:00.000000	Offering to New Customer	CLSCSV_09300110382882	1-7GD4TV2	100806772	Telesales Executives	CLC008GDC	5	1-3XMMPB	9 Jan 2020 00:00:00.000000	31 Dec 2020 00:00:00.000000	?	?	?	1-4HWIHVN
1-16MRIG-3	1-73T13H2	CL_O_115477081110	11 Oct 2019 13:19:39.000000	15 Oct 2019 14:44:20.000000	DHL CL	1-73YNK7Q	Offer with Customer	Standard Approvals Received	10 Nov 2019 00:00:00.000000	Offering to New Customer	CLSION_0517019324689	1-73YNK9H	100714216	Telesales Executives	CLC00EFAM	13	1-3M443I	11 Oct 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	?	?	?	1-2SG2R7
1-14UWQT-1	1-68ENIJ8	CL_O_113569384047	28 Feb 2019 14:36:09.000000	28 Feb 2019 15:23:21.000000	DHL CL	1-68EUZQN	Offer with Customer	Standard Approvals Received	30 Mar 2019 00:00:00.000000	Offering to New Customer	CLSION_0228018795781	1-68EUZRW	100481312	Telesales Executives	CLCZ00185	50	1-2PQVLS	?	31 Dec 2019 00:00:00.000000	?	?	?	1-2SG2RC
1-18LRWJ-4	1-7AMTV0P	CL_O_115880482951	27 Nov 2019 21:06:13.000000	17 Jan 2020 13:19:12.000000	DHL CL	1-7AMTV2F	Invalidated	Standard Approvals Received	27 Dec 2019 00:00:00.000000	Offering to New Customer	CLSION_0808019954812	1-6XBAJ95	100660955	Field Sales Executives	CLC00EX0Q	11	?	1 Nov 2019 00:00:00.000000	31 Dec 2020 00:00:00.000000	?	?	Redo Offer	1-2SG2P4
1-1BBF76-1	1-7L88GYL	CL_O_116532903486	12 Feb 2020 17:59:23.000000	17 Feb 2020 18:00:41.000000	DHL CL	1-7LF9HZ2	Offer with Customer	Standard Approvals Received	13 Mar 2020 00:00:00.000000	Offering to New Customer	CLSION_11290110864164	1-7LFEN8E	100842921	Telesales Executives	CLCZ00379	20	1-42FNE0	12 Feb 2020 00:00:00.000000	31 Dec 2020 00:00:00.000000	?	?	?	1-9GUDKD
1-6A39RV	1-7FWWXKL	CL_O_116199753439	7 Jan 2020 15:14:59.000000	10 Jan 2020 17:58:30.000000	DHL CL	1-7FWWXR3	Offer with Customer	Standard Approvals Received	6 Feb 2020 00:00:00.000000	Organic Growth	COMET_1-6A39RV	1-7FX8K0E	100803490	Telesales Executives	CLCZ00313	21	1-3XG443	7 Jan 2020 00:00:00.000000	31 Dec 2020 00:00:00.000000	?	?	?	1-2SG2QS
1-SFKIJ-1	1-64NZ9KE	CL_O_113344064891	24 Jan 2019 18:52:43.000000	24 Jan 2019 18:59:20.000000	DHL CL	1-64OPMD7	Offer with Customer	Standard Approvals Received	23 Feb 2019 00:00:00.000000	Offering to New Customer	CLS86564CS	1-64OPMEZ	100448349	Telesales Executives	CLC008LAX	2	?	24 Jan 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	?	?	?	1-4HWIHVN
1-1C6TDH-3	1-7HBV1H3	CL_O_116316611621	20 Jan 2020 20:30:01.000000	20 Jan 2020 20:31:35.000000	DHL CL	1-7HUHM3P	Offer with Customer	Standard Approvals Received	19 Feb 2020 00:00:00.000000	Offering to New Customer	CLSCSV_01080111128590	1-7HUHM4Y	100818020	Telesales Executives	CLC008FZF	1	?	?	31 Dec 2020 00:00:00.000000	?	?	?	1-2SG2RW
1-16SESQ-9	1-6QDG0AM	CL_O_114673500326	4 Jul 2019 17:02:01.000000	4 Jul 2019 21:07:29.000000	DHL CL	1-6QO81BA	Offer with Customer	Standard Approvals Received	3 Aug 2019 00:00:00.000000	Offering to New Customer	CLSCSV_0523019375356	1-6QO81D3	100609316	Field Sales Executives	CLC00DSCC	4	1-3882R4	15 Jul 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	?	?	?	1-2SG2T5
1-19JGV4-3	1-721MEFT	CL_O_115361222729	27 Sep 2019 19:14:09.000000	13 Jan 2020 17:46:01.000000	DHL CL	1-721OBBD	Offer with Customer	Standard Approvals Received	27 Oct 2019 00:00:00.000000	Offering to New Customer	CLSCSV_09160110258374	1-721OBCM	100698703	Telesales Executives	CLC008V5T	1	?	27 Sep 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	?	?	?	1-2SG2RC
1-13KZVC-4	1-636PZNE	CL_O_113253813941	8 Jan 2019 14:17:37.000000	8 Jan 2019 14:18:01.000000	DHL CL	1-636Z8AD	Invalidated	?	7 Feb 2019 00:00:00.000000	Offering to New Customer	CLSCSV_1227019001882	?	?	Telesales Executives	?	1	?	?	31 Dec 2019 00:00:00.000000	?	?	Redo Offer	1-9GUDKD
1-6LBM-1972	1-5R9ZPNO	CL_O_113973019035	11 Apr 2019 15:21:02.000000	29 Apr 2019 16:16:47.000000	DHL CL	1-6F36AHN	Invalidated	Custom Approvals Submitted	11 May 2019 00:00:00.000000	Renegotiation Offer	CLC10000959	1-ZU928-547	3075	Major Account Executives	CLD00CZU1	107	1-2Y0KI3	15 Apr 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	?	?	Lost to Competitor	1-2SG2PE
1-14XKY8-1	1-699W5OB	CL_O_113718110710	15 Mar 2019 21:04:39.000000	15 Mar 2019 21:08:23.000000	DHL CL	1-6AVEPYU	Offer with Customer	Standard Approvals Received	14 Apr 2019 00:00:00.000000	Offering to New Customer	CLSCSV_0304018814083	1-6AVEQA3	100498052	Field Sales Executives	CLCZ00005	1	?	14 Mar 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	?	?	?	1-2SG2PT
1-D9I8FT	1-7DCLT7C	CL_O_116044762604	16 Dec 2019 18:17:52.000000	10 Jan 2020 17:58:30.000000	DHL CL	1-7DCMY24	Agreement Created	Custom Approvals Received	15 Jan 2020 00:00:00.000000	Global Customer Implementation	COMET_1-D9I8FT	1-7DCMY4E	100789101	Multi-channel	CLD00H15U	3	1-3VNIJC	18 Dec 2019 00:00:00.000000	31 Dec 2020 00:00:00.000000	CL_O_116044762604	Active	?	1-2SG2OA
1-25N5UTK	1-78LM2I0	CL_O_115806488746	19 Nov 2019 22:44:25.000000	21 Nov 2019 18:35:40.000000	DHL CL	1-79ERWRU	Offer Rejected	Standard Approvals Rejected	19 Dec 2019 00:00:00.000000	Renegotiation Offer	COMET_1-25N5UTK	1-ZU90M-323	470	Field Sales Executives	CLC00BYLF	8	1-3REOZW	20 Nov 2019 00:00:00.000000	31 Dec 2020 00:00:00.000000	?	?	?	1-2SG2Q3
1-14CXVU-1	1-665ACXY	CL_O_113432402500	11 Feb 2019 20:37:41.000000	12 Feb 2019 11:54:35.000000	DHL CL	1-665B03O	Offer with Customer	Standard Approvals Received	13 Mar 2019 00:00:00.000000	Offering to New Customer	CLSCSV_0205018654293	1-665B04Z	100462938	Field Sales Executives	CLC00C8ZA	5	1-2NYMEO	?	31 Dec 2019 00:00:00.000000	?	?	?	1-2SG2Q8
1-6F2ZT1D	1-6F35N8E	CL_O_113973160166	11 Apr 2019 15:04:00.000000	6 Oct 2019 11:06:15.000000	DHL CL	1-6F39BDY	Invalidated	Standard Approvals Received	11 May 2019 00:00:00.000000	Offering to New Customer	COMET_1-6F2ZT1D	?	?	Field Sales Executives	CLC00CXHZ	14	1-2WP70T	?	31 Dec 2019 00:00:00.000000	?	?	Configuration Changes	1-2SG2Q8
1-1AZ0TM-1	1-79RCYDT	CL_O_115837920772	22 Nov 2019 14:59:22.000000	22 Nov 2019 17:36:40.000000	DHL CL	1-79XHLVO	Offer Approved	Standard Approvals Received	22 Dec 2019 00:00:00.000000	Offering to New Customer	CLSION_11150110759652	1-79XHLXF	100763867	Telesales Executives	CLC008OJZ	20	1-3RRZ3O	23 Dec 2019 00:00:00.000000	31 Dec 2020 00:00:00.000000	?	?	?	1-3EO72Y7
1-GLI2W-2	1-6SJYPS8	CL_O_115999730698	10 Dec 2019 22:57:43.000000	16 Dec 2019 18:37:26.000000	DHL CL	1-7CLTR7U	Offer with Customer	Standard Approvals Received	9 Jan 2020 00:00:00.000000	Offering to New Customer	CLS25604CS	1-6UWPUQK	100641588	Field Sales Executives	CLC008GSV	13	1-3UIA72	10 Dec 2019 00:00:00.000000	31 Dec 2020 00:00:00.000000	?	?	?	1-2SG2OZ
1-1VOQGOK	1-695LW89	CL_O_113625238804	6 Mar 2019 18:14:11.000000	6 Mar 2019 18:16:39.000000	DHL CL	1-69C45JO	Offer with Customer	Standard Approvals Received	5 Apr 2019 00:00:00.000000	Offering to New Customer	COMET_1-1VOQGOK	1-69C45LE	100487499	Telesales Executives	CLCZ00005	4	?	6 Mar 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	?	?	?	1-2SG2R7
1-13ZP49-3	1-64ATIXL	CL_O_113473877820	18 Feb 2019 19:45:05.000000	18 Feb 2019 19:47:23.000000	DHL CL	1-66TZYNW	Offer with Customer	Standard Approvals Received	20 Mar 2019 00:00:00.000000	Offering to New Customer	CLSION_0118018564290	1-64BHSER	100444055	Telesales Executives	CLCZ00013	1	?	18 Feb 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	?	?	?	1-5Y9LIHR
1-16D9JT-2	1-6IZMR4Q	CL_O_114243343346	16 May 2019 21:23:12.000000	13 Jan 2020 09:50:55.000000	DHL CL	1-6JK4A2A	Agreement Created	Standard Approvals Received	15 Jun 2019 00:00:00.000000	Offering to New Customer	CLSCSV_0506019239853	1-6JK4A3Z	100560943	Telesales Executives	CLCZ00005	3	?	19 Jun 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	CL_O_114243343346	Active	?	1-9GUDKD
1-EP42P-2	1-6OF8M8Y	CL_O_114537478835	20 Jun 2019 21:16:54.000000	24 Jun 2019 13:45:33.000000	DHL CL	1-6OF8MGJ	Agreement Created	Standard Approvals Received	20 Jul 2019 00:00:00.000000	Renegotiation Offer	CLS15649CS	1-ZU90M-4694	7005	Telesales Executives	CLC008FZ7	5	1-36CNY3	21 Jun 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	CL_O_114537478835	Active	?	1-2SG2RW
1-1DQ951-4	1-7Q4UFXP	CL_O_116817852813	11 Mar 2020 14:39:58.000000	11 Mar 2020 21:47:47.000000	DHL CL	1-7Q4WYA5	Agreement Created	Standard Approvals Received	10 Apr 2020 00:00:00.000000	Offering to New Customer	CLSION_03100111571440	1-7Q4WYBU	100876255	Telesales Executives	CLCZ00004	1	?	11 Mar 2020 00:00:00.000000	31 Dec 2020 00:00:00.000000	CL_O_116817852813	Active	?	?
1-16010Q-2	1-6GXT2PF	CL_O_114448283529	10 Jun 2019 20:12:18.000000	17 Jun 2019 20:43:39.000000	DHL CL	1-6MY4UX5	To be Implemented	Standard Approvals Received	10 Jul 2019 00:00:00.000000	Offering to New Customer	CLSCSV_0418019135817	1-6H8VXOW	100543017	Telesales Executives	CLC008H6U	1	?	17 Jun 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	?	?	?	1-3EO72Y7
1-18KNO3-2	1-6VZGQR1	CL_O_114994713288	14 Aug 2019 15:45:24.000000	14 Aug 2019 15:47:11.000000	DHL CL	1-6VZGQTK	Offer with Customer	Standard Approvals Received	13 Sep 2019 00:00:00.000000	Offering to New Customer	CLSCSV_0807019943433	1-6VZGQV8	100650744	Telesales Executives	CLCZ00005	1	?	14 Aug 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	?	?	?	1-5Y9LIHR
1-197MBN-1	1-71U2PV5	CL_O_115361021186	27 Sep 2019 18:57:21.000000	3 Oct 2019 14:18:42.000000	DHL CL	1-721JZSY	Invalidated	Standard Approvals Received	27 Oct 2019 00:00:00.000000	Offering to New Customer	CLSCSV_09030110145542	1-721JZUQ	100698697	Telesales Executives	CLC009TO4	2	?	27 Sep 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	?	?	Redo Offer	1-9GUDKD
1-14QET5-2	1-68DUEYK	CL_O_113567797878	28 Feb 2019 12:45:16.000000	28 Feb 2019 12:47:02.000000	DHL CL	1-68DWZUE	Offer with Customer	Standard Approvals Received	30 Mar 2019 00:00:00.000000	Offering to New Customer	CLSCSV_0222018761414	1-68DWZW2	100481149	Telesales Executives	CLCZ00003	1	?	4 Mar 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	?	?	?	1-2SG2QI
1-14450A-3	1-65CS5SS	CL_O_113384494339	31 Jan 2019 14:16:22.000000	31 Jan 2019 14:21:23.000000	DHL CL	1-65CS5XF	Offer with Customer	Standard Approvals Received	2 Mar 2019 00:00:00.000000	Offering to New Customer	CLSISL_0124018592267	1-65CS5Z3	100454603	Telesales Executives	CLCZ00005	2	?	?	31 Dec 2019 00:00:00.000000	?	?	?	1-2SG2RC
1-IDZ21W	1-67JYV40	CL_O_113517721306	22 Feb 2019 19:26:01.000000	26 Feb 2019 23:56:49.000000	DHL CL	1-67K3OII	Agreement Created	?	24 Mar 2019 00:00:00.000000	Organic Growth	COMET_1-IDZ21W	1-67K3OJX	100475698	Telesales Executives	CLASystem	?	?	25 Feb 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	CL_O_113517721306	Active	?	1-9GUDKD
1-6VOGJSB	1-6VOHHWT	CL_O_114976410010	12 Aug 2019 15:56:31.000000	13 Jan 2020 09:50:55.000000	DHL CL	1-6VOKFX6	Agreement Created	Standard Approvals Received	11 Sep 2019 00:00:00.000000	Offering to New Customer	COMET_1-6VOGJSB	1-6VOJORS	100648224	Telesales Executives	CLCZ00276	3	?	13 Aug 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	CL_O_114976410010	Active	?	1-2SG2R7
1-SOEEI3	1-6H8TILK	CL_O_114184838137	9 May 2019 21:28:16.000000	10 May 2019 16:10:57.000000	DHL CL	1-6ILAB5L	Offer with Customer	Standard Approvals Received	8 Jun 2019 00:00:00.000000	Organic Growth	COMET_1-SOEEI3	1-ZU928-1157	5467	Telesales Executives	CLC0099RD	4	1-30FN2W	?	31 Dec 2019 00:00:00.000000	?	?	?	1-2SG2RC
1-M9JE54	1-6REIT0G	CL_O_114718043819	10 Jul 2019 18:39:05.000000	2 Sep 2019 19:42:03.000000	DHL CL	1-6REQRAJ	Agreement Created	Standard Approvals Received	9 Aug 2019 00:00:00.000000	Renegotiation Offer	COMET_1-M9JE54	1-ZU90M-1317	1910	Telesales Executives	CLC008IFO	4	?	30 Aug 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	CL_O_114718043819	Active	?	1-2SG2R7
1-6SJTLXU	1-6SP4715	CL_O_114796381739	19 Jul 2019 18:06:31.000000	24 Jul 2019 12:36:30.000000	DHL CL	1-6SPDT7V	Agreement Created	Standard Approvals Received	18 Aug 2019 00:00:00.000000	Offering to New Customer	COMET_1-6SJTLXU	1-6SPDT94	100626322	Telesales Executives	CLC008IF8	3	?	23 Jul 2019 00:00:00.000000	31 Dec 2019 00:00:00.000000	CL_O_114796381739	Active	?	1-2SG2QI
